team,season,season_type,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,first_down_pass,first_down_rush,rush_touchdown,pass_touchdown,interception_off,fumble_off,offense_snaps,rush_snaps_off,pass_snaps_off,total_off_points,total_def_points,rush_pct_off,pass_pct_off,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,total_tds,td_pct,total_yards,yptouch,interception_def,fumble_def,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defense_snaps,rush_snaps_def,pass_snaps_def,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,rush_pct_def,pass_pct_def
NE,2019,REG,5856,611.0,378.0,233.0,4153.0,4651.0,4153.0,1933.0,449,1703.0,197.0,110.0,17.0,25.0,9.0,15.0,1099,432,650,380.0,24.0,0.39,0.59,5.33,7.612,6.235,6.641,0.619,0.015,0.041,6.8,0.041,6.8,7.61,10.99,0.038,3.79,67.0,0.05,10009.0,6.96,25.0,22.0,548.0,198.0,117.0,47.0,95.0,6,948,353,581,34.35294117647059,12.529411764705882,7.529411764705882,2.823529411764706,5.882352941176471,0.3529411764705882,0.37,0.61
NO,2019,POST,355,33.0,27.0,6.0,258.0,250.0,258.0,87.0,17,97.0,12.0,6.0,1.0,1.0,1.0,1.0,54,17,37,20.0,0.0,0.31,0.69,6.57,7.576,0.046,0.051,0.818,0.03,0.03,7.82,0.03,7.82,7.58,9.56,0.059,5.71,3.0,0.04,613.0,7.96,0.0,1.0,45.0,17.0,1.0,3.0,4.0,0,74,39,34,40.64705882352941,9.0,1.8823529411764703,3.176470588235294,6.470588235294118,0.1764705882352941,0.53,0.46
NO,2019,REG,6169,575.0,418.0,157.0,4431.0,3742.0,4431.0,2257.0,407,1738.0,230.0,97.0,12.0,36.0,6.0,7.0,1014,387,602,432.0,0.0,0.38,0.59,6.08,6.508,0.684,0.882,0.727,0.01,0.063,7.71,0.063,7.71,6.51,10.6,0.029,4.27,84.0,0.06,10600.0,7.57,13.0,17.0,646.0,136.0,31.0,51.0,106.0,3,1002,340,654,40.64705882352941,9.0,1.8823529411764703,3.176470588235294,6.470588235294118,0.1764705882352941,0.34,0.65
NYG,2019,REG,5755,590.0,376.0,214.0,4070.0,4889.0,4064.0,1807.0,362,1685.0,187.0,89.0,12.0,30.0,17.0,28.0,1016,357,654,331.0,24.0,0.35,0.64,5.66,8.286,0.953,1.126,0.637,0.029,0.051,6.9,0.051,6.89,8.29,10.81,0.033,4.65,72.0,0.05,9819.0,7.39,10.0,16.0,621.0,232.0,81.0,36.0,90.0,2,1061,451,591,38.8125,14.5,5.0625,2.25,5.625,0.125,0.43,0.56
NYJ,2019,REG,4700,505.0,323.0,182.0,3443.0,4213.0,3455.0,1753.0,383,1257.0,162.0,61.0,6.0,19.0,16.0,25.0,960,370,575,239.0,18.0,0.39,0.6,4.9,8.343,0.958,1.065,0.64,0.032,0.038,6.82,0.038,6.84,8.34,10.7,0.016,3.28,44.0,0.04,8155.0,6.73,12.0,24.0,648.0,167.0,23.0,35.0,95.0,4,1043,400,622,40.5,10.4375,1.4375,2.1875,5.9375,0.25,0.38,0.6
PHI,2019,POST,297,28.0,19.0,9.0,177.0,170.0,177.0,83.0,26,120.0,9.0,7.0,0.0,0.0,0.0,3.0,61,26,35,9.0,0.0,0.43,0.57,4.87,6.071,0.032,0.046,0.679,0.0,0.0,6.32,0.0,6.32,6.07,9.32,0.0,4.62,0.0,0.0,474.0,6.49,0.0,2.0,32.0,9.0,2.0,1.0,11.0,0,57,23,31,37.1764705882353,8.764705882352942,1.3529411764705883,2.588235294117647,6.588235294117647,0.1764705882352941,0.4,0.54
PHI,2019,REG,6002,605.0,391.0,214.0,4063.0,4917.0,4063.0,1820.0,458,1939.0,215.0,104.0,16.0,27.0,8.0,28.0,1109,447,651,367.0,0.0,0.4,0.59,5.41,8.127,0.931,1.003,0.646,0.013,0.045,6.72,0.045,6.72,8.13,10.39,0.035,4.23,70.0,0.05,10065.0,6.92,11.0,21.0,600.0,140.0,21.0,43.0,101.0,3,971,346,615,37.1764705882353,8.764705882352942,1.3529411764705883,2.588235294117647,6.588235294117647,0.1764705882352941,0.36,0.63
PIT,2019,REG,4661,491.0,315.0,176.0,3214.0,4026.0,3210.0,1747.0,395,1447.0,147.0,75.0,7.0,18.0,19.0,26.0,938,381,543,267.0,12.0,0.41,0.58,4.97,8.2,0.813,0.877,0.642,0.039,0.037,6.55,0.037,6.54,8.2,10.19,0.018,3.66,43.0,0.04,7871.0,6.55,20.0,35.0,642.0,228.0,124.0,54.0,111.0,3,1031,454,569,40.125,14.25,7.75,3.375,6.9375,0.1875,0.44,0.55
SEA,2019,POST,776,61.0,39.0,22.0,602.0,707.0,602.0,223.0,50,174.0,25.0,12.0,3.0,2.0,0.0,2.0,118,47,67,40.0,0.0,0.4,0.57,6.58,11.59,1.032,1.0,0.639,0.0,0.033,9.87,0.033,9.87,11.59,15.44,0.06,3.48,7.0,0.05,1378.0,9.19,0.0,3.0,81.0,16.0,1.0,9.0,14.0,0,120,53,64,36.388888888888886,13.27777777777778,3.2222222222222223,2.055555555555556,4.444444444444445,0.1666666666666666,0.44,0.53
SEA,2019,REG,6310,511.0,341.0,170.0,4110.0,4863.0,4110.0,1723.0,482,2200.0,190.0,121.0,16.0,31.0,6.0,27.0,1049,467,564,398.0,30.0,0.45,0.54,6.02,9.517,7.099,8.377,0.667,0.012,0.061,8.04,0.061,8.04,9.52,12.05,0.033,4.56,78.0,0.06,10420.0,7.81,16.0,23.0,574.0,223.0,57.0,28.0,66.0,3,1022,383,627,36.388888888888886,13.27777777777778,3.2222222222222223,2.055555555555556,4.444444444444445,0.1666666666666666,0.37,0.61
SF,2019,POST,1039,55.0,37.0,18.0,427.0,444.0,427.0,213.0,111,612.0,25.0,33.0,7.0,2.0,3.0,3.0,173,105,62,84.0,0.0,0.61,0.36,6.01,8.073,0.455,0.705,0.673,0.055,0.036,7.76,0.036,7.76,8.07,11.54,0.063,5.51,11.0,0.05,1466.0,7.22,5.0,9.0,127.0,25.0,7.0,13.0,18.0,0,179,52,124,40.73684210526316,10.052631578947368,3.0526315789473686,3.210526315789474,5.631578947368421,0.2631578947368421,0.29,0.69
SF,2019,REG,6334,465.0,331.0,134.0,4029.0,3126.0,4029.0,2192.0,498,2305.0,195.0,110.0,23.0,28.0,13.0,23.0,1017,479,517,452.0,18.0,0.47,0.51,6.23,6.723,3.206,5.962,0.712,0.028,0.06,8.66,0.06,8.66,6.72,12.17,0.046,4.63,79.0,0.06,10363.0,8.01,12.0,23.0,647.0,166.0,51.0,48.0,89.0,5,974,402,568,40.73684210526316,10.052631578947368,3.0526315789473686,3.210526315789474,5.631578947368421,0.2631578947368421,0.41,0.58
TB,2019,REG,6648,600.0,382.0,218.0,5127.0,6493.0,5127.0,1898.0,412,1521.0,244.0,81.0,15.0,33.0,30.0,24.0,1092,394,678,429.0,42.0,0.36,0.62,6.09,10.822,1.143,1.093,0.637,0.05,0.055,8.54,0.055,8.54,10.82,13.42,0.036,3.69,81.0,0.06,11775.0,8.45,12.0,26.0,651.0,147.0,27.0,47.0,114.0,6,1080,350,718,40.6875,9.1875,1.6875,2.9375,7.125,0.375,0.32,0.66
TEN,2019,POST,907,62.0,39.0,23.0,404.0,583.0,404.0,189.0,101,503.0,23.0,26.0,3.0,6.0,1.0,2.0,169,98,68,66.0,0.0,0.58,0.4,5.37,9.403,0.122,0.118,0.629,0.016,0.097,6.52,0.097,6.52,9.4,10.36,0.03,4.98,15.0,0.07,1311.0,6.49,3.0,3.0,131.0,27.0,8.0,6.0,17.0,1,216,76,137,39.0,14.105263157894736,6.0,2.5789473684210527,5.2105263157894735,0.2105263157894736,0.35,0.63
TEN,2019,REG,6179,440.0,297.0,143.0,3956.0,3899.0,3956.0,1836.0,446,2223.0,177.0,104.0,21.0,29.0,8.0,20.0,951,428,500,376.0,0.0,0.45,0.53,6.5,8.861,0.815,0.84,0.675,0.018,0.066,8.99,0.066,8.99,8.86,13.32,0.047,4.98,79.0,0.07,10135.0,8.57,14.0,17.0,610.0,241.0,106.0,43.0,82.0,3,1060,403,643,39.0,14.105263157894736,6.0,2.5789473684210527,5.2105263157894735,0.2105263157894736,0.38,0.61
WAS,2019,REG,4788,466.0,298.0,168.0,3205.0,3639.0,3205.0,1454.0,357,1583.0,154.0,74.0,10.0,18.0,13.0,23.0,891,352,531,269.0,18.0,0.4,0.6,5.37,7.809,14.673,16.643,0.639,0.028,0.039,6.88,0.039,6.88,7.81,10.76,0.028,4.43,46.0,0.04,7993.0,7.13,13.0,21.0,696.0,198.0,52.0,46.0,91.0,0,1081,481,586,43.5,12.375,3.25,2.875,5.6875,0.0,0.44,0.54
ARI,2020,REG,6339,562.0,387.0,175.0,4102.0,4475.0,4102.0,1855.0,480,2237.0,211.0,136.0,22.0,27.0,13.0,24.0,1086,470,598,411.0,18.0,0.43,0.55,5.84,7.963,0.92,0.957,0.689,0.023,0.048,7.3,0.048,7.3,7.96,10.6,0.046,4.66,76.0,0.05,10441.0,7.31,11.0,17.0,698.0,172.0,55.0,48.0,99.0,0,1058,430,617,43.625,10.75,3.4375,3.0,6.1875,0.0,0.41,0.58
ATL,2020,REG,6152,617.0,408.0,209.0,4620.0,5417.0,4620.0,1644.0,409,1532.0,243.0,86.0,13.0,27.0,11.0,15.0,1081,398,671,390.0,0.0,0.37,0.62,5.69,8.78,5.888,8.338,0.661,0.018,0.044,7.49,0.044,7.49,8.78,11.32,0.032,3.75,67.0,0.05,10772.0,7.51,12.0,21.0,654.0,180.0,27.0,29.0,89.0,1,1038,369,651,40.875,11.25,1.6875,1.8125,5.5625,0.0625,0.36,0.63
BAL,2020,POST,787,59.0,37.0,22.0,401.0,502.0,401.0,151.0,67,386.0,15.0,24.0,2.0,0.0,2.0,5.0,137,65,69,24.0,6.0,0.47,0.5,5.74,8.508,0.326,0.468,0.627,0.034,0.0,6.8,0.0,6.8,8.51,10.84,0.03,5.76,2.0,0.01,1188.0,7.29,1.0,1.0,59.0,19.0,10.0,3.0,8.0,0,104,34,66,38.16666666666666,11.833333333333334,2.9444444444444446,2.333333333333333,6.777777777777778,0.1666666666666666,0.33,0.63
BAL,2020,REG,5989,395.0,257.0,138.0,2919.0,3531.0,2919.0,1262.0,556,3070.0,142.0,166.0,25.0,27.0,11.0,25.0,995,543,436,448.0,12.0,0.55,0.44,6.02,8.939,2.291,3.135,0.651,0.028,0.068,7.39,0.068,7.39,8.94,11.36,0.045,5.52,79.0,0.07,8908.0,7.37,10.0,28.0,628.0,194.0,43.0,39.0,114.0,3,1023,380,635,38.16666666666666,11.833333333333334,2.9444444444444446,2.333333333333333,6.777777777777778,0.1666666666666666,0.37,0.62
BUF,2020,POST,1074,119.0,77.0,42.0,817.0,1082.0,817.0,295.0,55,257.0,44.0,13.0,1.0,5.0,1.0,3.0,184,51,129,62.0,0.0,0.28,0.7,5.84,9.092,0.272,0.241,0.647,0.008,0.042,6.87,0.042,6.87,9.09,10.61,0.018,4.67,11.0,0.04,1891.0,7.53,1.0,6.0,119.0,42.0,17.0,5.0,12.0,1,215,83,126,39.73684210526316,12.789473684210526,6.157894736842105,2.263157894736842,5.315789473684211,0.2105263157894736,0.39,0.59
BUF,2020,REG,6509,585.0,410.0,175.0,4786.0,5133.0,4786.0,1946.0,411,1723.0,240.0,119.0,16.0,40.0,11.0,19.0,1035,383,624,477.0,0.0,0.37,0.6,6.29,8.774,1.292,1.184,0.701,0.019,0.068,8.18,0.068,8.18,8.77,11.67,0.039,4.19,96.0,0.07,11295.0,8.03,15.0,19.0,636.0,201.0,100.0,38.0,89.0,3,1032,413,613,39.73684210526316,12.789473684210526,6.157894736842105,2.263157894736842,5.315789473684211,0.2105263157894736,0.4,0.59
CAR,2020,REG,5833,534.0,373.0,161.0,4129.0,4114.0,4123.0,2029.0,407,1704.0,192.0,110.0,20.0,16.0,16.0,16.0,995,396,586,339.0,6.0,0.4,0.59,5.86,7.704,0.902,1.117,0.699,0.03,0.03,7.73,0.03,7.72,7.7,11.05,0.049,4.19,52.0,0.04,9956.0,7.58,7.0,19.0,579.0,211.0,20.0,29.0,86.0,2,1025,391,611,36.1875,13.1875,1.25,1.8125,5.375,0.125,0.38,0.6
CHI,2020,POST,247,29.0,19.0,10.0,199.0,278.0,199.0,58.0,19,48.0,8.0,3.0,0.0,1.0,0.0,0.0,49,19,30,9.0,0.0,0.39,0.61,5.04,9.586,0.058,0.062,0.655,0.0,0.034,6.86,0.034,6.86,9.59,10.47,0.0,2.53,2.0,0.03,446.0,6.66,0.0,2.0,54.0,7.0,0.0,1.0,5.0,0,75,35,40,41.52941176470589,10.941176470588236,1.4705882352941178,2.117647058823529,5.235294117647059,0.0588235294117647,0.47,0.53
CHI,2020,REG,5572,598.0,402.0,196.0,3925.0,4870.0,3925.0,1720.0,394,1647.0,218.0,93.0,13.0,26.0,16.0,17.0,1046,384,650,366.0,12.0,0.37,0.62,5.33,8.144,1.008,1.275,0.672,0.027,0.043,6.56,0.043,6.56,8.14,9.76,0.033,4.18,65.0,0.05,9497.0,6.81,10.0,18.0,652.0,179.0,25.0,35.0,84.0,1,1021,423,579,41.52941176470589,10.941176470588236,1.4705882352941178,2.117647058823529,5.235294117647059,0.0588235294117647,0.41,0.57
CIN,2020,REG,5461,570.0,372.0,198.0,3793.0,4727.0,3793.0,1792.0,411,1668.0,201.0,92.0,14.0,19.0,11.0,20.0,1040,404,626,313.0,12.0,0.39,0.6,5.25,8.293,14.324,19.655,0.653,0.019,0.033,6.65,0.033,6.65,8.29,10.2,0.034,4.06,52.0,0.04,9254.0,6.84,11.0,14.0,587.0,212.0,31.0,17.0,72.0,0,1024,449,558,36.6875,13.25,1.9375,1.0625,4.5,0.0,0.44,0.54
CLE,2020,POST,706,70.0,44.0,26.0,467.0,419.0,467.0,261.0,53,239.0,23.0,16.0,3.0,4.0,1.0,1.0,125,50,72,59.0,0.0,0.4,0.58,5.65,5.986,0.098,0.128,0.629,0.014,0.057,6.67,0.057,6.67,5.99,10.61,0.057,4.51,11.0,0.07,1173.0,7.02,5.0,1.0,98.0,18.0,3.0,1.0,7.0,1,150,39,109,40.388888888888886,11.444444444444445,2.611111111111111,2.1666666666666665,4.222222222222222,0.1666666666666666,0.26,0.73
CLE,2020,REG,6073,493.0,315.0,178.0,3701.0,4237.0,3701.0,1406.0,496,2372.0,195.0,133.0,21.0,27.0,8.0,19.0,1023,481,523,393.0,6.0,0.47,0.51,5.94,8.594,0.995,0.9,0.639,0.016,0.055,7.51,0.055,7.51,8.59,11.75,0.042,4.78,75.0,0.06,9774.0,7.5,11.0,24.0,629.0,188.0,44.0,38.0,69.0,2,1044,405,623,40.388888888888886,11.444444444444445,2.611111111111111,2.1666666666666665,4.222222222222222,0.1666666666666666,0.39,0.6
DAL,2020,REG,6299,626.0,413.0,213.0,4511.0,4759.0,4511.0,2060.0,434,1788.0,231.0,115.0,15.0,25.0,13.0,21.0,1119,429,682,386.0,18.0,0.38,0.61,5.63,7.602,0.823,0.98,0.66,0.021,0.04,7.21,0.04,7.21,7.6,10.92,0.035,4.12,65.0,0.04,10810.0,7.34,10.0,19.0,647.0,202.0,21.0,31.0,72.0,2,1061,497,549,40.4375,12.625,1.3125,1.9375,4.5,0.125,0.47,0.52
DEN,2020,REG,5591,533.0,317.0,216.0,3673.0,5026.0,3673.0,1623.0,442,1918.0,176.0,94.0,13.0,21.0,23.0,21.0,1035,430,591,320.0,18.0,0.42,0.57,5.4,9.43,16.698,13.0,0.595,0.043,0.039,6.89,0.039,6.89,9.43,11.59,0.029,4.34,55.0,0.04,9264.0,7.17,10.0,17.0,663.0,166.0,25.0,42.0,90.0,0,1046,420,611,41.4375,10.375,1.5625,2.625,5.625,0.0,0.4,0.58
DET,2020,REG,5896,569.0,374.0,195.0,4397.0,4981.0,4397.0,1884.0,367,1499.0,220.0,93.0,17.0,27.0,13.0,11.0,995,362,620,372.0,18.0,0.36,0.62,5.93,8.754,0.771,0.787,0.657,0.023,0.047,7.73,0.047,7.73,8.75,11.76,0.046,4.08,71.0,0.05,10293.0,7.86,7.0,19.0,658.0,204.0,57.0,24.0,55.0,0,1074,465,584,41.125,12.75,3.5625,1.5,3.4375,0.0,0.43,0.54
GB,2020,POST,897,83.0,56.0,27.0,642.0,665.0,642.0,327.0,52,255.0,34.0,15.0,2.0,5.0,1.0,3.0,144,49,92,58.0,0.0,0.34,0.64,6.23,8.012,1.129,1.169,0.675,0.012,0.06,7.73,0.06,7.73,8.01,11.46,0.038,4.9,12.0,0.06,1539.0,8.06,3.0,0.0,70.0,25.0,4.0,5.0,10.0,0,112,42,69,38.05555555555556,11.555555555555555,3.1666666666666665,2.555555555555556,4.833333333333333,0.1111111111111111,0.38,0.62
GB,2020,REG,6417,521.0,372.0,149.0,4299.0,4135.0,4299.0,2248.0,446,2118.0,216.0,114.0,18.0,48.0,5.0,11.0,993,424,544,508.0,6.0,0.43,0.55,6.46,7.937,7.02,7.338,0.714,0.01,0.092,8.25,0.092,8.25,7.94,11.56,0.04,4.75,114.0,0.09,10716.0,8.0,11.0,15.0,615.0,183.0,53.0,41.0,77.0,2,977,396,576,38.05555555555556,11.555555555555555,3.1666666666666665,2.555555555555556,4.833333333333333,0.1111111111111111,0.41,0.59
HOU,2020,REG,6309,539.0,383.0,156.0,4843.0,4867.0,4821.0,1951.0,344,1466.0,222.0,83.0,10.0,33.0,7.0,18.0,944,334,598,379.0,6.0,0.35,0.63,6.68,9.03,9.235,6.195,0.711,0.013,0.061,8.99,0.061,8.94,9.03,12.59,0.029,4.26,76.0,0.06,11130.0,8.79,3.0,13.0,651.0,225.0,80.0,34.0,80.0,1,1072,473,579,40.6875,14.0625,5.0,2.125,5.0,0.0625,0.44,0.54
IND,2020,POST,472,46.0,27.0,19.0,309.0,352.0,309.0,115.0,31,163.0,17.0,10.0,1.0,2.0,0.0,1.0,78,30,47,24.0,0.0,0.38,0.6,6.05,7.652,0.738,0.868,0.587,0.0,0.043,6.72,0.043,6.72,7.65,11.44,0.032,5.26,5.0,0.05,781.0,7.51,0.0,1.0,35.0,13.0,7.0,2.0,5.0,0,58,21,37,39.64705882352941,11.705882352941176,6.588235294117647,2.4705882352941178,4.823529411764706,0.2352941176470588,0.36,0.64
IND,2020,REG,6182,541.0,371.0,170.0,4186.0,3966.0,4186.0,2244.0,462,1996.0,201.0,129.0,21.0,24.0,11.0,8.0,1036,439,572,417.0,12.0,0.42,0.55,5.97,7.331,8.314,10.208,0.686,0.02,0.044,7.74,0.044,7.74,7.33,11.28,0.045,4.32,69.0,0.05,10368.0,7.55,15.0,17.0,639.0,186.0,105.0,40.0,77.0,4,994,384,598,39.64705882352941,11.705882352941176,6.588235294117647,2.4705882352941178,4.823529411764706,0.2352941176470588,0.39,0.6
JAX,2020,REG,5474,600.0,387.0,213.0,3955.0,4858.0,3955.0,1696.0,338,1519.0,205.0,80.0,9.0,25.0,16.0,18.0,1006,336,665,288.0,0.0,0.33,0.66,5.44,8.097,0.972,1.054,0.645,0.027,0.042,6.59,0.042,6.59,8.1,10.22,0.027,4.49,59.0,0.04,9429.0,7.12,12.0,13.0,662.0,195.0,43.0,18.0,75.0,1,1070,489,552,41.375,12.1875,2.6875,1.125,4.6875,0.0625,0.46,0.52
KC,2020,POST,1260,122.0,82.0,40.0,916.0,851.0,916.0,494.0,66,344.0,47.0,22.0,3.0,4.0,3.0,1.0,196,60,129,69.0,0.0,0.31,0.66,6.43,6.975,0.217,0.268,0.672,0.025,0.033,7.51,0.033,7.51,6.98,11.17,0.045,5.21,11.0,0.04,2176.0,8.06,2.0,3.0,114.0,34.0,3.0,6.0,15.0,0,194,70,121,40.73684210526316,9.947368421052632,1.0,2.0,5.894736842105263,0.1052631578947368,0.36,0.62
KC,2020,REG,6792,623.0,420.0,203.0,5005.0,5103.0,5005.0,2455.0,403,1787.0,255.0,110.0,14.0,40.0,7.0,18.0,1060,386,656,453.0,0.0,0.36,0.62,6.41,8.191,1.302,1.369,0.674,0.011,0.064,8.03,0.064,8.03,8.19,11.92,0.035,4.43,94.0,0.07,11797.0,8.16,16.0,16.0,660.0,155.0,16.0,32.0,97.0,2,1026,423,589,40.73684210526316,9.947368421052632,1.0,2.0,5.894736842105263,0.1052631578947368,0.41,0.57
LA,2020,POST,618,52.0,33.0,19.0,358.0,410.0,358.0,114.0,62,260.0,18.0,15.0,2.0,2.0,0.0,1.0,122,60,60,42.0,0.0,0.49,0.49,5.07,7.885,0.089,0.096,0.635,0.0,0.038,6.88,0.038,6.88,7.88,10.85,0.032,4.19,6.0,0.04,976.0,6.64,1.0,1.0,69.0,28.0,6.0,5.0,11.0,1,131,58,70,37.66666666666666,12.666666666666666,3.111111111111111,3.2222222222222223,6.111111111111111,0.2777777777777778,0.44,0.53
LA,2020,REG,6201,576.0,392.0,184.0,4183.0,3937.0,4179.0,2241.0,473,2018.0,206.0,123.0,20.0,20.0,14.0,14.0,1089,456,614,355.0,18.0,0.42,0.56,5.69,6.835,0.859,1.061,0.681,0.024,0.035,7.26,0.035,7.26,6.84,10.66,0.042,4.27,60.0,0.04,10380.0,7.2,14.0,19.0,609.0,200.0,50.0,53.0,99.0,4,990,381,599,37.66666666666666,12.666666666666666,3.111111111111111,3.2222222222222223,6.111111111111111,0.2777777777777778,0.38,0.61
LAC,2020,REG,6332,617.0,413.0,204.0,4548.0,4718.0,4548.0,2304.0,468,1784.0,226.0,111.0,15.0,31.0,10.0,16.0,1132,457,660,388.0,0.0,0.4,0.58,5.59,7.647,1.191,1.203,0.669,0.016,0.05,7.37,0.05,7.37,7.65,11.01,0.032,3.81,77.0,0.05,10880.0,7.26,12.0,15.0,603.0,185.0,44.0,27.0,82.0,2,1002,418,570,37.6875,11.5625,2.75,1.6875,5.125,0.125,0.42,0.57
LV,2020,REG,6299,541.0,369.0,172.0,4383.0,4492.0,4383.0,2056.0,457,1916.0,206.0,121.0,20.0,28.0,10.0,25.0,1037,449,575,437.0,18.0,0.43,0.55,6.07,8.303,0.848,0.883,0.682,0.018,0.052,8.1,0.052,8.1,8.3,11.88,0.044,4.19,76.0,0.06,10682.0,7.81,10.0,9.0,647.0,172.0,42.0,21.0,76.0,0,1045,426,603,40.4375,10.75,2.625,1.3125,4.75,0.0,0.41,0.58
MIA,2020,REG,5625,546.0,370.0,176.0,3937.0,4272.0,3937.0,1654.0,429,1688.0,207.0,100.0,17.0,24.0,13.0,15.0,1027,415,594,399.0,6.0,0.4,0.58,5.48,7.824,0.984,1.112,0.678,0.024,0.044,7.21,0.044,7.21,7.82,10.64,0.04,3.93,65.0,0.05,9562.0,7.11,18.0,22.0,598.0,207.0,58.0,41.0,95.0,2,998,399,584,37.375,12.9375,3.625,2.5625,5.9375,0.125,0.4,0.59
MIN,2020,REG,6548,503.0,349.0,154.0,4265.0,4103.0,4265.0,1936.0,472,2283.0,212.0,139.0,20.0,35.0,13.0,21.0,1034,465,559,431.0,18.0,0.45,0.54,6.33,8.157,10.602,17.345,0.694,0.026,0.07,8.48,0.07,8.48,8.16,12.22,0.042,4.84,90.0,0.07,10813.0,8.17,15.0,18.0,608.0,223.0,44.0,23.0,65.0,0,1043,458,563,38.0,13.9375,2.75,1.4375,4.0625,0.0,0.44,0.54
NE,2020,REG,5470,426.0,283.0,143.0,3124.0,2995.0,3124.0,1534.0,504,2346.0,157.0,143.0,20.0,12.0,14.0,19.0,982,492,476,304.0,12.0,0.5,0.48,5.57,7.031,4.015,4.63,0.664,0.033,0.028,7.33,0.028,7.33,7.03,11.04,0.04,4.65,44.0,0.04,8594.0,7.08,18.0,11.0,580.0,238.0,124.0,24.0,63.0,2,984,449,518,36.25,14.875,7.75,1.5,3.9375,0.125,0.46,0.53
NO,2020,POST,682,71.0,48.0,23.0,455.0,390.0,455.0,250.0,60,227.0,21.0,16.0,1.0,4.0,3.0,3.0,135,60,75,41.0,0.0,0.44,0.56,5.05,5.493,0.071,0.109,0.676,0.042,0.056,6.41,0.056,6.41,5.49,9.48,0.017,3.78,9.0,0.05,1137.0,6.35,0.0,1.0,78.0,14.0,0.0,2.0,6.0,0,118,51,64,39.16666666666666,9.38888888888889,0.8333333333333334,2.611111111111111,6.444444444444445,0.0555555555555555,0.43,0.54
NO,2020,REG,6210,514.0,370.0,144.0,3945.0,3255.0,3945.0,1911.0,494,2265.0,199.0,147.0,30.0,28.0,8.0,27.0,1046,475,550,474.0,0.0,0.45,0.53,5.94,6.333,0.595,0.788,0.72,0.016,0.054,7.68,0.054,7.68,6.33,10.66,0.061,4.59,86.0,0.06,10155.0,7.37,18.0,17.0,627.0,155.0,15.0,45.0,110.0,1,996,381,605,39.16666666666666,9.38888888888889,0.8333333333333334,2.611111111111111,6.444444444444445,0.0555555555555555,0.38,0.61
NYG,2020,REG,5104,506.0,321.0,185.0,3336.0,3991.0,3336.0,1264.0,399,1768.0,178.0,91.0,13.0,12.0,11.0,22.0,970,381,569,269.0,6.0,0.39,0.59,5.26,7.887,0.778,0.966,0.634,0.022,0.024,6.59,0.024,6.59,7.89,10.39,0.033,4.43,37.0,0.03,8440.0,6.88,11.0,23.0,629.0,233.0,60.0,40.0,104.0,2,1053,420,618,39.3125,14.5625,3.75,2.5,6.5,0.125,0.4,0.59
NYJ,2020,REG,4798,485.0,292.0,193.0,3115.0,4246.0,3115.0,1516.0,406,1683.0,146.0,94.0,9.0,16.0,14.0,9.0,950,399,541,238.0,18.0,0.42,0.57,5.05,8.755,0.965,1.023,0.602,0.029,0.033,6.42,0.033,6.42,8.75,10.67,0.022,4.15,41.0,0.03,7913.0,6.69,10.0,21.0,639.0,216.0,67.0,31.0,80.0,1,1082,425,632,39.9375,13.5,4.1875,1.9375,5.0,0.0625,0.39,0.58
PHI,2020,REG,5755,578.0,334.0,244.0,3728.0,5357.0,3728.0,1482.0,412,2027.0,177.0,114.0,17.0,22.0,20.0,31.0,1082,407,668,315.0,6.0,0.38,0.62,5.32,9.268,1.014,0.959,0.578,0.035,0.038,6.45,0.038,6.45,9.27,11.16,0.041,4.92,61.0,0.05,9483.0,7.16,8.0,20.0,677.0,188.0,45.0,49.0,109.0,2,1061,460,577,42.3125,11.75,2.8125,3.0625,6.8125,0.125,0.43,0.54
PIT,2020,POST,553,64.0,47.0,17.0,501.0,565.0,501.0,183.0,16,52.0,29.0,5.0,1.0,4.0,4.0,1.0,87,16,71,38.0,6.0,0.18,0.82,6.36,8.828,0.114,0.114,0.734,0.062,0.062,7.83,0.062,7.83,8.83,10.66,0.062,3.25,9.0,0.07,1054.0,8.3,0.0,0.0,34.0,14.0,7.0,0.0,0.0,0,65,28,34,39.1764705882353,11.058823529411764,4.764705882352941,3.294117647058824,7.764705882352941,0.1764705882352941,0.43,0.52
PIT,2020,REG,5480,645.0,428.0,217.0,4129.0,4657.0,4115.0,2057.0,373,1351.0,206.0,81.0,12.0,35.0,11.0,21.0,1048,352,675,397.0,6.0,0.34,0.64,5.23,7.22,0.941,1.152,0.664,0.017,0.054,6.4,0.054,6.38,7.22,9.61,0.032,3.62,82.0,0.06,9595.0,6.64,18.0,19.0,632.0,174.0,74.0,56.0,132.0,3,999,409,582,39.1764705882353,11.058823529411764,4.764705882352941,3.294117647058824,7.764705882352941,0.1764705882352941,0.41,0.58
