team,season,season_type,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,first_down_pass,first_down_rush,rush_touchdown,pass_touchdown,interception_off,fumble_off,offense_snaps,rush_snaps_off,pass_snaps_off,total_off_points,total_def_points,rush_pct_off,pass_pct_off,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,total_tds,td_pct,total_yards,yptouch,interception_def,fumble_def,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defense_snaps,rush_snaps_def,pass_snaps_def,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,rush_pct_def,pass_pct_def
IND,2018,REG,6313,629.0,432.0,197.0,4595.0,4856.0,4595.0,1976.0,410,1718.0,237.0,96.0,13.0,39.0,15.0,19.0,1075,386,663,437.0,24.0,0.36,0.62,5.87,7.72,10.18,11.868,0.687,0.024,0.062,7.31,0.062,7.31,7.72,10.64,0.032,4.19,91.0,0.06,10908.0,7.42,15.0,20.0,624.0,227.0,120.0,38.0,74.0,0,995,407,575,39.333333333333336,14.22222222222222,7.055555555555555,2.5,4.888888888888889,0.0,0.41,0.58
JAX,2018,REG,5154,523.0,329.0,194.0,3431.0,3777.0,3423.0,1825.0,416,1723.0,164.0,92.0,7.0,15.0,13.0,30.0,1007,410,591,224.0,6.0,0.41,0.59,5.12,7.222,0.756,0.919,0.629,0.025,0.029,6.56,0.029,6.54,7.22,10.4,0.017,4.14,37.0,0.03,8577.0,6.76,11.0,11.0,658.0,119.0,43.0,37.0,91.0,2,974,419,536,41.125,7.4375,2.6875,2.3125,5.6875,0.125,0.43,0.55
KC,2018,POST,794,72.0,43.0,29.0,573.0,788.0,573.0,274.0,45,221.0,25.0,15.0,6.0,3.0,0.0,3.0,125,45,80,68.0,0.0,0.36,0.64,6.35,10.944,0.201,0.158,0.597,0.0,0.042,7.96,0.042,7.96,10.94,13.33,0.133,4.91,12.0,0.08,1367.0,8.54,2.0,2.0,89.0,30.0,2.0,3.0,6.0,0,147,61,85,43.77777777777778,11.11111111111111,2.0,3.055555555555556,5.944444444444445,0.2222222222222222,0.41,0.58
KC,2018,REG,6981,571.0,385.0,186.0,5126.0,5273.0,5126.0,2628.0,388,1855.0,239.0,108.0,16.0,50.0,12.0,20.0,998,376,609,537.0,12.0,0.38,0.61,6.99,9.235,1.345,1.255,0.674,0.021,0.088,8.98,0.088,8.98,9.23,13.31,0.041,4.78,116.0,0.09,12107.0,9.01,15.0,26.0,699.0,170.0,34.0,52.0,101.0,4,1120,420,692,43.77777777777778,11.11111111111111,2.0,3.055555555555556,5.944444444444445,0.2222222222222222,0.38,0.62
LA,2018,POST,1136,105.0,60.0,45.0,724.0,906.0,724.0,277.0,92,412.0,36.0,24.0,4.0,1.0,2.0,3.0,204,90,110,59.0,0.0,0.44,0.54,5.57,8.629,0.198,0.193,0.571,0.019,0.01,6.9,0.01,6.9,8.63,12.07,0.043,4.48,6.0,0.02,1860.0,7.24,2.0,4.0,114.0,36.0,15.0,4.0,13.0,0,187,71,112,37.68421052631579,11.473684210526317,5.473684210526316,2.3684210526315788,5.894736842105263,0.2105263157894736,0.38,0.6
LA,2018,REG,6961,556.0,368.0,188.0,4730.0,4906.0,4730.0,2165.0,463,2231.0,236.0,134.0,23.0,32.0,12.0,14.0,1067,441,602,494.0,6.0,0.41,0.56,6.52,8.824,1.07,1.024,0.662,0.022,0.058,8.51,0.058,8.51,8.82,12.85,0.05,4.82,87.0,0.06,11691.0,8.43,18.0,16.0,602.0,182.0,89.0,41.0,99.0,4,962,380,575,37.68421052631579,11.473684210526317,5.473684210526316,2.3684210526315788,5.894736842105263,0.2105263157894736,0.4,0.6
LAC,2018,POST,599,82.0,47.0,35.0,491.0,772.0,491.0,217.0,43,108.0,24.0,5.0,2.0,3.0,1.0,1.0,132,42,89,51.0,0.0,0.32,0.67,4.54,9.415,0.195,0.16,0.573,0.012,0.037,5.99,0.037,5.99,9.41,10.45,0.047,2.51,8.0,0.05,1090.0,6.34,1.0,5.0,85.0,30.0,8.0,7.0,11.0,0,137,55,78,39.94444444444444,12.61111111111111,4.388888888888889,2.5,4.944444444444445,0.1111111111111111,0.4,0.57
LAC,2018,REG,6189,500.0,348.0,152.0,4316.0,3959.0,4316.0,2130.0,400,1873.0,213.0,100.0,18.0,32.0,12.0,14.0,953,386,553,422.0,12.0,0.41,0.58,6.49,7.918,0.999,0.975,0.696,0.024,0.064,8.63,0.064,8.63,7.92,12.4,0.045,4.68,82.0,0.07,10505.0,8.42,13.0,19.0,634.0,197.0,71.0,38.0,78.0,2,987,391,585,39.94444444444444,12.61111111111111,4.388888888888889,2.5,4.944444444444445,0.1111111111111111,0.4,0.59
LV,2018,REG,5685,546.0,382.0,164.0,4057.0,3785.0,4057.0,1995.0,388,1628.0,197.0,86.0,10.0,19.0,10.0,22.0,997,376,602,287.0,18.0,0.38,0.6,5.7,6.932,0.714,0.891,0.7,0.018,0.035,7.43,0.035,7.43,6.93,10.62,0.026,4.2,48.0,0.04,9742.0,7.4,14.0,12.0,598.0,180.0,81.0,13.0,48.0,1,977,460,495,37.375,11.25,5.0625,0.8125,3.0,0.0625,0.47,0.51
MIA,2018,REG,5047,442.0,292.0,150.0,3309.0,3699.0,3254.0,1722.0,371,1738.0,153.0,75.0,8.0,26.0,13.0,16.0,879,360,506,298.0,18.0,0.41,0.58,5.74,8.369,0.852,0.9,0.661,0.029,0.059,7.49,0.059,7.36,8.37,11.14,0.022,4.68,60.0,0.05,8301.0,7.51,21.0,18.0,634.0,200.0,62.0,31.0,74.0,3,1026,467,540,39.625,12.5,3.875,1.9375,4.625,0.1875,0.46,0.53
MIN,2018,REG,5788,596.0,425.0,171.0,4298.0,4396.0,4298.0,1947.0,357,1490.0,218.0,66.0,10.0,30.0,10.0,21.0,1008,348,648,353.0,30.0,0.35,0.64,5.74,7.376,11.359,20.552,0.713,0.017,0.05,7.21,0.05,7.21,7.38,10.11,0.028,4.17,70.0,0.05,10086.0,7.32,12.0,18.0,653.0,164.0,47.0,50.0,88.0,3,998,432,555,40.8125,10.25,2.9375,3.125,5.5,0.1875,0.43,0.56
NE,2018,POST,1438,122.0,85.0,37.0,953.0,837.0,953.0,494.0,114,485.0,50.0,31.0,9.0,2.0,3.0,2.0,240,109,126,91.0,0.0,0.45,0.52,5.99,6.861,1.122,1.326,0.697,0.025,0.016,7.81,0.016,7.81,6.86,11.21,0.079,4.25,13.0,0.04,2391.0,7.45,2.0,2.0,102.0,20.0,3.0,10.0,27.0,0,172,40,131,37.10526315789474,10.894736842105264,1.5263157894736843,2.1052631578947367,6.473684210526316,0.1052631578947368,0.23,0.76
NE,2018,REG,6442,563.0,378.0,185.0,4405.0,4489.0,4405.0,2176.0,478,2037.0,206.0,131.0,19.0,29.0,11.0,12.0,1074,458,594,418.0,0.0,0.43,0.55,6.0,7.973,6.017,6.12,0.671,0.02,0.052,7.82,0.052,7.82,7.97,11.65,0.04,4.26,77.0,0.05,10847.0,7.64,18.0,19.0,603.0,187.0,26.0,30.0,96.0,2,1003,362,633,37.10526315789474,10.894736842105264,1.5263157894736843,2.1052631578947367,6.473684210526316,0.1052631578947368,0.36,0.63
NO,2018,POST,735,77.0,54.0,23.0,550.0,612.0,550.0,269.0,52,185.0,26.0,14.0,0.0,4.0,2.0,4.0,135,49,82,43.0,0.0,0.36,0.61,5.44,7.948,0.112,0.118,0.701,0.026,0.052,7.14,0.052,7.14,7.95,10.19,0.0,3.56,8.0,0.04,1285.0,7.02,3.0,1.0,64.0,26.0,13.0,1.0,10.0,0,115,41,73,39.72222222222222,10.0,3.1666666666666665,2.7777777777777777,5.944444444444445,0.0555555555555555,0.36,0.63
NO,2018,REG,6199,512.0,381.0,131.0,4174.0,3769.0,4174.0,1898.0,475,2025.0,210.0,134.0,26.0,33.0,7.0,16.0,1016,450,541,499.0,6.0,0.44,0.53,6.1,7.361,0.689,0.785,0.744,0.014,0.064,8.15,0.064,8.15,7.36,10.96,0.055,4.26,92.0,0.07,10373.0,7.58,12.0,24.0,651.0,154.0,44.0,49.0,97.0,1,984,346,624,39.72222222222222,10.0,3.1666666666666665,2.7777777777777777,5.944444444444445,0.0555555555555555,0.35,0.63
NYG,2018,REG,6055,571.0,382.0,189.0,4405.0,4373.0,4405.0,2200.0,356,1650.0,208.0,71.0,13.0,23.0,12.0,17.0,991,351,634,352.0,6.0,0.35,0.64,6.11,7.658,0.852,1.09,0.669,0.021,0.04,7.71,0.04,7.71,7.66,11.53,0.037,4.63,59.0,0.05,10460.0,7.99,16.0,18.0,601.0,239.0,155.0,30.0,81.0,4,1039,428,587,37.5625,14.9375,9.6875,1.875,5.0625,0.25,0.41,0.56
NYJ,2018,REG,5023,505.0,299.0,206.0,3404.0,4637.0,3404.0,1586.0,409,1619.0,157.0,84.0,12.0,18.0,19.0,22.0,971,398,560,312.0,18.0,0.41,0.58,5.17,9.182,1.054,1.065,0.592,0.038,0.036,6.74,0.036,6.74,9.18,11.38,0.029,3.96,48.0,0.04,8427.0,6.95,13.0,21.0,670.0,142.0,29.0,39.0,110.0,3,1065,423,624,41.875,8.875,1.8125,2.4375,6.875,0.1875,0.4,0.59
PHI,2018,POST,558,67.0,43.0,24.0,467.0,635.0,467.0,192.0,40,91.0,28.0,4.0,1.0,3.0,4.0,0.0,112,38,72,30.0,0.0,0.34,0.64,4.98,9.478,0.12,0.111,0.642,0.06,0.045,6.97,0.045,6.97,9.48,10.86,0.025,2.28,7.0,0.05,1025.0,6.83,1.0,2.0,93.0,17.0,5.0,4.0,9.0,0,135,48,84,40.66666666666666,9.055555555555555,3.888888888888889,2.6666666666666665,7.5,0.0,0.36,0.62
PHI,2018,REG,6094,588.0,422.0,166.0,4524.0,4457.0,4527.0,2151.0,402,1570.0,221.0,94.0,12.0,29.0,11.0,26.0,1043,391,637,368.0,6.0,0.37,0.61,5.84,7.58,0.844,0.975,0.718,0.019,0.049,7.69,0.049,7.7,7.58,10.73,0.03,3.91,70.0,0.05,10621.0,7.52,10.0,24.0,639.0,146.0,65.0,44.0,126.0,0,1005,326,672,40.66666666666666,9.055555555555555,3.888888888888889,2.6666666666666665,7.5,0.0,0.32,0.67
PIT,2018,REG,6619,672.0,459.0,213.0,5174.0,5327.0,5131.0,2777.0,345,1445.0,251.0,88.0,17.0,35.0,17.0,19.0,1063,331,715,413.0,6.0,0.31,0.67,6.23,7.927,1.076,1.2,0.683,0.025,0.052,7.7,0.052,7.64,7.93,11.18,0.049,4.19,87.0,0.06,11750.0,7.96,8.0,18.0,596.0,188.0,86.0,52.0,111.0,3,990,359,620,37.25,11.75,5.375,3.25,6.9375,0.1875,0.36,0.63
SEA,2018,POST,306,27.0,18.0,9.0,233.0,224.0,233.0,98.0,26,73.0,6.0,5.0,1.0,1.0,0.0,0.0,54,26,28,22.0,0.0,0.48,0.52,5.67,8.296,0.327,0.443,0.667,0.0,0.037,8.63,0.037,8.63,8.3,12.94,0.038,2.81,3.0,0.04,539.0,7.59,1.0,0.0,46.0,8.0,0.0,1.0,4.0,0,68,32,34,39.52941176470589,9.294117647058824,2.764705882352941,2.588235294117647,6.411764705882353,0.1176470588235294,0.47,0.5
SEA,2018,REG,6001,420.0,280.0,140.0,3448.0,3833.0,3448.0,1385.0,534,2553.0,156.0,133.0,16.0,35.0,7.0,19.0,1013,518,471,424.0,12.0,0.51,0.46,5.92,9.126,5.596,6.885,0.667,0.017,0.083,8.21,0.083,8.21,9.13,12.31,0.03,4.78,86.0,0.07,9449.0,7.66,12.0,25.0,626.0,150.0,47.0,43.0,105.0,2,960,362,588,39.52941176470589,9.294117647058824,2.764705882352941,2.588235294117647,6.411764705882353,0.1176470588235294,0.38,0.61
SF,2018,REG,6149,512.0,331.0,181.0,4247.0,3807.0,4247.0,2316.0,425,1902.0,201.0,98.0,8.0,26.0,20.0,27.0,1009,413,580,338.0,24.0,0.41,0.57,6.09,7.436,3.905,6.564,0.646,0.039,0.051,8.29,0.051,8.29,7.44,12.83,0.019,4.48,60.0,0.05,10396.0,8.2,2.0,25.0,623.0,171.0,98.0,37.0,89.0,1,1025,424,578,38.9375,10.6875,6.125,2.3125,5.5625,0.0625,0.41,0.56
TB,2018,REG,6881,599.0,408.0,191.0,5358.0,6642.0,5358.0,1769.0,390,1523.0,265.0,80.0,12.0,36.0,26.0,24.0,1060,380,669,394.0,24.0,0.36,0.63,6.49,11.088,1.169,1.091,0.681,0.043,0.06,8.94,0.06,8.94,11.09,13.13,0.031,3.91,84.0,0.06,12239.0,8.76,9.0,16.0,689.0,135.0,72.0,38.0,90.0,1,1001,405,571,43.0625,8.4375,4.5,2.375,5.625,0.0625,0.4,0.57
TEN,2018,REG,5278,425.0,293.0,132.0,3255.0,3265.0,3255.0,1648.0,454,2023.0,156.0,106.0,16.0,16.0,12.0,15.0,939,445,485,299.0,6.0,0.47,0.52,5.62,7.682,0.683,0.811,0.689,0.028,0.038,7.66,0.038,7.66,7.68,11.11,0.035,4.46,48.0,0.04,8533.0,7.28,11.0,17.0,594.0,217.0,110.0,39.0,80.0,2,1001,417,569,37.125,13.5625,6.875,2.4375,5.0,0.125,0.42,0.57
WAS,2018,REG,5061,494.0,311.0,183.0,3287.0,4195.0,3283.0,1511.0,414,1774.0,156.0,96.0,13.0,16.0,15.0,17.0,970,407,552,284.0,18.0,0.42,0.57,5.22,8.492,16.915,17.643,0.63,0.03,0.032,6.65,0.032,6.65,8.49,10.56,0.031,4.29,45.0,0.04,8344.0,6.84,15.0,25.0,603.0,194.0,89.0,46.0,91.0,1,1000,396,585,37.6875,12.125,5.5625,2.875,5.6875,0.0625,0.4,0.58
ARI,2019,REG,5781,539.0,352.0,187.0,3827.0,4177.0,3827.0,1928.0,392,1954.0,174.0,107.0,20.0,20.0,12.0,10.0,996,381,600,376.0,18.0,0.38,0.6,5.8,7.75,0.859,0.918,0.653,0.022,0.037,7.1,0.037,7.1,7.75,10.87,0.051,4.98,60.0,0.05,9608.0,7.49,7.0,22.0,699.0,198.0,62.0,40.0,87.0,0,1083,430,639,43.6875,12.375,3.875,2.5,5.4375,0.0,0.4,0.59
ATL,2019,REG,6410,669.0,459.0,210.0,5049.0,5535.0,5049.0,1899.0,363,1361.0,258.0,84.0,10.0,29.0,15.0,17.0,1105,351,739,366.0,18.0,0.32,0.67,5.8,8.274,6.016,9.041,0.686,0.022,0.043,7.55,0.043,7.55,8.27,11.0,0.028,3.75,68.0,0.05,11459.0,7.69,12.0,26.0,586.0,226.0,49.0,28.0,66.0,3,989,408,563,36.625,14.125,3.0625,1.75,4.125,0.1875,0.41,0.57
BAL,2019,POST,550,57.0,31.0,26.0,365.0,663.0,365.0,92.0,29,185.0,18.0,10.0,0.0,1.0,2.0,1.0,93,29,63,12.0,0.0,0.31,0.68,5.91,11.632,0.43,0.452,0.544,0.035,0.018,6.4,0.018,6.4,11.63,11.77,0.0,6.38,2.0,0.02,915.0,7.82,0.0,0.0,34.0,8.0,0.0,1.0,4.0,0,53,35,16,36.11764705882353,9.411764705882351,2.411764705882353,2.235294117647059,6.588235294117647,0.3529411764705882,0.66,0.3
BAL,2019,REG,6637,432.0,289.0,143.0,3350.0,3822.0,3350.0,1447.0,600,3287.0,171.0,188.0,22.0,37.0,8.0,17.0,1069,575,467,499.0,0.0,0.54,0.44,6.21,8.847,2.48,3.429,0.669,0.019,0.086,7.75,0.086,7.75,8.85,11.59,0.037,5.48,96.0,0.07,9987.0,7.56,13.0,21.0,580.0,152.0,41.0,37.0,108.0,6,926,333,585,36.11764705882353,9.411764705882351,2.411764705882353,2.235294117647059,6.588235294117647,0.3529411764705882,0.36,0.63
BUF,2019,POST,452,48.0,25.0,23.0,280.0,424.0,280.0,163.0,30,172.0,14.0,10.0,0.0,1.0,0.0,2.0,81,30,49,19.0,0.0,0.37,0.6,5.58,8.833,0.107,0.097,0.521,0.0,0.021,5.83,0.021,5.83,8.83,11.2,0.0,5.73,2.0,0.02,732.0,7.11,0.0,2.0,41.0,17.0,6.0,7.0,12.0,0,67,33,33,36.8235294117647,13.647058823529411,7.235294117647059,3.0,5.941176470588236,0.0,0.49,0.49
BUF,2019,REG,5530,501.0,299.0,202.0,3476.0,4686.0,3476.0,1503.0,466,2054.0,162.0,120.0,15.0,21.0,12.0,25.0,1021,453,551,319.0,6.0,0.44,0.54,5.42,9.353,1.18,1.014,0.597,0.024,0.042,6.94,0.042,6.94,9.35,11.63,0.032,4.41,57.0,0.05,9006.0,7.11,14.0,21.0,585.0,215.0,117.0,44.0,89.0,0,989,375,599,36.8235294117647,13.647058823529411,7.235294117647059,3.0,5.941176470588236,0.0,0.38,0.61
CAR,2019,REG,5953,612.0,382.0,230.0,4134.0,5299.0,4134.0,2032.0,387,1819.0,230.0,82.0,23.0,17.0,21.0,25.0,1080,382,691,349.0,6.0,0.35,0.64,5.51,8.658,1.162,1.28,0.624,0.034,0.028,6.75,0.028,6.75,8.66,10.82,0.059,4.7,57.0,0.04,10087.0,7.3,14.0,16.0,633.0,173.0,27.0,53.0,103.0,1,1048,425,598,39.5625,10.8125,1.6875,3.3125,6.4375,0.0625,0.41,0.57
CHI,2019,REG,5031,568.0,371.0,197.0,3573.0,4538.0,3573.0,1538.0,395,1458.0,178.0,85.0,9.0,20.0,12.0,11.0,1021,389,623,272.0,0.0,0.38,0.61,4.93,7.989,0.94,1.211,0.653,0.021,0.035,6.29,0.035,6.29,7.99,9.63,0.023,3.69,49.0,0.04,8604.0,6.45,10.0,16.0,707.0,120.0,15.0,32.0,78.0,1,1021,404,604,44.1875,7.5,0.9375,2.0,4.875,0.0625,0.4,0.59
CIN,2019,REG,5511,600.0,356.0,244.0,3994.0,5022.0,3994.0,1753.0,386,1517.0,191.0,85.0,10.0,18.0,16.0,22.0,1052,378,659,282.0,30.0,0.36,0.63,5.24,8.37,15.218,20.69,0.593,0.027,0.03,6.66,0.03,6.66,8.37,11.22,0.026,3.93,46.0,0.03,9505.0,7.08,11.0,14.0,619.0,206.0,33.0,31.0,84.0,0,1036,478,527,38.6875,12.875,2.0625,1.9375,5.25,0.0,0.46,0.51
CLE,2019,REG,5828,519.0,319.0,200.0,3903.0,4651.0,3903.0,1863.0,395,1925.0,181.0,92.0,16.0,23.0,21.0,11.0,977,388,581,344.0,12.0,0.4,0.59,5.97,8.961,1.092,0.947,0.615,0.04,0.044,7.52,0.044,7.52,8.96,12.24,0.041,4.87,62.0,0.05,9731.0,7.89,14.0,20.0,651.0,161.0,39.0,38.0,81.0,1,1009,441,545,40.6875,10.0625,2.4375,2.375,5.0625,0.0625,0.44,0.54
DAL,2019,REG,7055,586.0,388.0,198.0,4902.0,5613.0,4902.0,1880.0,450,2153.0,229.0,120.0,18.0,30.0,11.0,19.0,1072,440,621,428.0,0.0,0.41,0.58,6.58,9.578,0.971,0.917,0.662,0.019,0.051,8.37,0.051,8.37,9.58,12.63,0.04,4.78,78.0,0.05,11957.0,8.4,7.0,15.0,634.0,184.0,27.0,39.0,88.0,1,1019,394,611,39.625,11.5,1.6875,2.4375,5.5,0.0625,0.39,0.6
DEN,2019,REG,5063,494.0,312.0,182.0,3401.0,3522.0,3401.0,1701.0,410,1662.0,162.0,77.0,13.0,16.0,10.0,24.0,956,399,545,289.0,6.0,0.42,0.57,5.3,7.13,11.701,12.049,0.632,0.02,0.032,6.88,0.032,6.88,7.13,10.9,0.032,4.05,45.0,0.04,8464.0,6.96,10.0,13.0,617.0,206.0,54.0,40.0,76.0,1,1007,420,576,38.5625,12.875,3.375,2.5,4.75,0.0625,0.42,0.57
DET,2019,REG,5836,556.0,344.0,212.0,4187.0,5458.0,4187.0,1514.0,407,1649.0,196.0,82.0,8.0,28.0,15.0,15.0,1023,399,612,331.0,12.0,0.39,0.6,5.7,9.817,0.845,0.769,0.619,0.027,0.05,7.53,0.05,7.53,9.82,12.17,0.02,4.05,64.0,0.05,10023.0,7.67,7.0,20.0,692.0,172.0,57.0,28.0,69.0,1,1097,435,641,43.25,10.75,3.5625,1.75,4.3125,0.0625,0.4,0.58
GB,2019,POST,740,64.0,47.0,17.0,569.0,555.0,569.0,274.0,46,171.0,28.0,11.0,3.0,4.0,2.0,3.0,118,43,72,48.0,0.0,0.36,0.61,6.27,8.672,0.942,0.901,0.734,0.031,0.062,8.89,0.062,8.89,8.67,12.11,0.065,3.72,11.0,0.07,1309.0,8.34,0.0,0.0,79.0,18.0,4.0,6.0,11.0,0,112,63,45,38.94444444444444,10.555555555555555,2.6666666666666665,2.611111111111111,5.5,0.0,0.56,0.4
GB,2019,REG,5812,569.0,356.0,213.0,4017.0,5016.0,4017.0,2034.0,412,1795.0,190.0,90.0,18.0,26.0,4.0,14.0,1023,389,610,376.0,0.0,0.38,0.6,5.68,8.815,8.516,8.014,0.626,0.007,0.046,7.06,0.046,7.06,8.82,11.28,0.044,4.36,70.0,0.05,9829.0,7.35,17.0,19.0,622.0,172.0,44.0,41.0,88.0,0,1001,406,585,38.94444444444444,10.555555555555555,2.6666666666666665,2.611111111111111,5.5,0.0,0.41,0.58
HOU,2019,POST,870,77.0,51.0,26.0,635.0,681.0,635.0,250.0,55,235.0,31.0,9.0,2.0,3.0,0.0,5.0,145,54,89,47.0,0.0,0.37,0.61,6.0,8.844,1.292,0.885,0.662,0.0,0.039,8.25,0.039,8.25,8.84,12.45,0.036,4.27,8.0,0.04,1505.0,8.22,0.0,3.0,79.0,19.0,10.0,4.0,14.0,0,138,48,85,38.72222222222222,11.88888888888889,4.0,1.9444444444444444,5.555555555555555,0.1111111111111111,0.35,0.62
HOU,2019,REG,6092,520.0,355.0,165.0,4083.0,4742.0,4083.0,1808.0,434,2009.0,203.0,112.0,17.0,27.0,14.0,19.0,1018,423,582,367.0,6.0,0.42,0.57,5.98,9.119,8.998,5.977,0.683,0.027,0.052,7.85,0.052,7.85,9.12,11.5,0.039,4.63,71.0,0.05,10175.0,7.77,12.0,17.0,618.0,195.0,62.0,31.0,86.0,2,1023,393,615,38.72222222222222,11.88888888888889,4.0,1.9444444444444444,5.555555555555555,0.1111111111111111,0.38,0.6
IND,2019,REG,5444,503.0,307.0,196.0,3314.0,4125.0,3314.0,1676.0,472,2130.0,165.0,131.0,18.0,22.0,10.0,18.0,1019,457,544,346.0,18.0,0.45,0.53,5.34,8.201,8.648,9.491,0.61,0.02,0.044,6.59,0.044,6.59,8.2,10.79,0.038,4.51,62.0,0.05,8758.0,6.83,15.0,16.0,611.0,201.0,117.0,41.0,77.0,1,988,365,603,38.1875,12.5625,7.3125,2.5625,4.8125,0.0625,0.37,0.61
JAX,2019,REG,5731,581.0,364.0,217.0,4023.0,4470.0,4022.0,1892.0,390,1708.0,183.0,85.0,3.0,24.0,8.0,24.0,1029,378,638,290.0,12.0,0.37,0.62,5.57,7.694,0.895,1.021,0.627,0.014,0.041,6.92,0.041,6.92,7.69,11.05,0.008,4.38,51.0,0.04,9753.0,7.31,10.0,18.0,645.0,160.0,30.0,47.0,100.0,2,1001,416,565,40.3125,10.0,1.875,2.9375,6.25,0.125,0.42,0.56
KC,2019,POST,1260,110.0,72.0,38.0,901.0,875.0,901.0,386.0,77,359.0,43.0,31.0,7.0,10.0,2.0,6.0,196,69,119,123.0,0.0,0.35,0.61,6.43,7.955,0.223,0.242,0.655,0.018,0.091,8.19,0.091,8.19,7.95,12.51,0.091,4.66,27.0,0.1,2161.0,8.34,2.0,3.0,121.0,30.0,2.0,9.0,18.0,0,190,64,123,41.26315789473684,11.0,2.1052631578947367,2.8421052631578947,5.947368421052632,0.1578947368421052,0.34,0.65
KC,2019,REG,6259,571.0,378.0,193.0,4690.0,4915.0,4667.0,2211.0,375,1569.0,211.0,93.0,17.0,30.0,5.0,20.0,978,359,602,432.0,6.0,0.37,0.62,6.4,8.608,1.254,1.255,0.662,0.009,0.053,8.21,0.053,8.17,8.61,12.35,0.045,4.18,77.0,0.06,10926.0,8.25,16.0,19.0,663.0,179.0,38.0,45.0,95.0,3,1052,414,628,41.26315789473684,11.0,2.1052631578947367,2.8421052631578947,5.947368421052632,0.1578947368421052,0.39,0.6
LA,2019,REG,6168,615.0,397.0,218.0,4669.0,4869.0,4669.0,2270.0,403,1499.0,222.0,92.0,20.0,22.0,17.0,19.0,1059,391,655,373.0,30.0,0.37,0.62,5.82,7.917,1.062,1.133,0.646,0.028,0.036,7.59,0.036,7.59,7.92,11.76,0.05,3.72,64.0,0.05,10837.0,7.66,13.0,21.0,603.0,231.0,87.0,50.0,87.0,3,1057,431,608,37.6875,14.4375,5.4375,3.125,5.4375,0.1875,0.41,0.58
LAC,2019,REG,6101,577.0,394.0,183.0,4648.0,5079.0,4648.0,2173.0,366,1453.0,220.0,90.0,12.0,24.0,20.0,17.0,998,358,629,334.0,18.0,0.36,0.63,6.11,8.802,1.282,1.125,0.683,0.035,0.042,8.06,0.042,8.06,8.8,11.8,0.033,3.97,60.0,0.04,10749.0,8.04,11.0,20.0,619.0,176.0,53.0,30.0,62.0,0,925,420,493,38.6875,11.0,3.3125,1.875,3.875,0.0,0.45,0.53
LV,2019,REG,6003,515.0,367.0,148.0,4110.0,3467.0,4101.0,2144.0,437,1893.0,194.0,104.0,13.0,22.0,8.0,21.0,990,430,551,304.0,18.0,0.43,0.56,6.06,6.732,0.654,0.84,0.713,0.016,0.043,7.98,0.043,7.96,6.73,11.17,0.03,4.33,57.0,0.04,10104.0,7.66,9.0,14.0,618.0,155.0,70.0,32.0,61.0,2,963,390,558,38.625,9.6875,4.375,2.0,3.8125,0.125,0.4,0.58
MIA,2019,REG,5269,597.0,371.0,226.0,4117.0,5463.0,4117.0,1581.0,349,1152.0,210.0,64.0,11.0,22.0,18.0,20.0,1026,340,674,300.0,12.0,0.33,0.66,5.14,9.151,1.258,1.216,0.621,0.03,0.037,6.9,0.037,6.9,9.15,11.1,0.032,3.3,55.0,0.04,9386.0,7.13,13.0,20.0,599.0,230.0,55.0,23.0,62.0,1,1057,475,567,37.4375,14.375,3.4375,1.4375,3.875,0.0625,0.45,0.54
MIN,2019,POST,571,59.0,40.0,19.0,414.0,438.0,414.0,176.0,50,157.0,17.0,9.0,2.0,2.0,1.0,3.0,119,49,69,36.0,0.0,0.41,0.58,4.8,7.424,1.132,2.034,0.678,0.017,0.034,7.02,0.034,7.02,7.42,10.35,0.04,3.14,6.0,0.04,985.0,6.61,2.0,4.0,86.0,25.0,3.0,5.0,9.0,0,122,62,58,43.388888888888886,10.61111111111111,2.388888888888889,2.9444444444444446,5.888888888888889,0.1111111111111111,0.51,0.48
MIN,2019,REG,5862,458.0,319.0,139.0,3729.0,3535.0,3725.0,1851.0,476,2133.0,171.0,106.0,19.0,26.0,8.0,25.0,973,462,497,393.0,0.0,0.47,0.51,6.02,7.718,9.134,15.793,0.697,0.017,0.057,8.14,0.057,8.13,7.72,11.68,0.04,4.48,71.0,0.06,9587.0,7.65,17.0,26.0,695.0,166.0,40.0,48.0,97.0,2,1057,400,652,43.388888888888886,10.61111111111111,2.388888888888889,2.9444444444444446,5.888888888888889,0.1111111111111111,0.38,0.62
NE,2019,POST,307,36.0,20.0,16.0,209.0,329.0,209.0,134.0,22,98.0,11.0,6.0,1.0,0.0,1.0,1.0,59,22,37,14.0,6.0,0.37,0.63,5.2,9.139,0.441,0.391,0.556,0.028,0.0,5.81,0.0,5.81,9.14,10.45,0.045,4.45,1.0,0.01,516.0,6.62,1.0,2.0,36.0,15.0,11.0,1.0,5.0,0,58,41,17,34.35294117647059,12.529411764705882,7.529411764705882,2.823529411764706,5.882352941176471,0.3529411764705882,0.71,0.29
